name_customer,cust_number,invoice_id,total_open_amount,due_in_date,clear_date,Notes
SAFEW in,200772595,1930738555,17410.44,18-04-2020,14-04-2020,abhinav
ROU associates,200790107,1930857627,110001.18,19-05-2020,20-05-2020,abhinav
WAL-MAR in,200769623,1930665593,37627.36,03-04-2020,31-03-2020,abhinav
TARG foundation,200744019,1930731652,11005.63,17-04-2020,17-04-2020,abhinav
HAR us,200762950,1930577932,73162,14-03-2020,13-03-2020,abhinav
WAL-MAR systems,200769623,1930797198,37370.3,03-05-2020,06-05-2020,abhinav
WAL-MAR corporation,200769623,1930610798,22905.13,21-03-2020,23-03-2020,abhinav
AFFI in,200661137,1930793943,9564.33,30-04-2020,23-04-2020,abhinav
WAL-MAR ,200769623,1930744374,3421.92,19-04-2020,20-04-2020,abhinav
BE us,200806580,1930624005,4966.4,01-04-2020,27-02-2020,abhinav
FRESH  trust,100052167,1991840803,18871.4,10-03-2020,29-03-2020,abhinav
GROCE ,200573068,1930829157,2411.21,12-05-2020,12-05-2020,abhinav
BJ'S  foundation,200726979,1930705004,1772.37,07-04-2020,03-04-2020,abhinav
PUBLI co,200707822,1930638029,116888.85,26-03-2020,27-03-2020,abhinav
TARG corporation,200744019,1930777117,9180.53,29-04-2020,02-05-2020,abhinav
BJ'S  us,200726979,1930763698,439.43,24-04-2020,21-05-2020,abhinav
DEC systems,200020431,1930605012,5286.91,08-03-2020,07-03-2020,abhinav
MDV/ systems,200792734,1930654986,59985.02,31-03-2020,30-03-2020,abhinav
GORDO corp,200782001,1930816065,34311.6,08-05-2020,06-05-2020,abhinav
SA foundation,200759878,1930617037,5319,11-05-2020,12-05-2020,abhinav
PLAZA corporation,200978592,1990572026,74104.49,29-04-2020,04-05-2020,abhinav
SUPE systems,200793568,1930769014,106628.4,26-04-2020,24-04-2020,abhinav
SUPE associates,200793568,1930691594,139703.47,10-04-2020,11-04-2020,abhinav
WAL-MAR systems,200769623,1930650993,56591.59,30-03-2020,18-03-2020,abhinav
WAL-MAR systems,200769623,1930822160,12134.27,09-05-2020,06-05-2020,abhinav
WAL-MAR ,200769623,1930880073,22841.56,24-05-2020,29-05-2020,abhinav
C&S WH in,200762301,1930729051,26533.49,17-04-2020,14-04-2020,abhinav
SUPE us,200793568,1930793057,28505.07,01-05-2020,30-04-2020,abhinav
WAL-MAR foundation,200769623,1930819411,53909.93,08-05-2020,05-05-2020,abhinav
DEC foundation,200416837,1930873346,4777.46,24-05-2020,20-05-2020,abhinav
SYSCO FO corp,200780825,1930594268,23875.13,18-03-2020,18-03-2020,abhinav
DOT us,200705742,1930709423,4439.84,10-04-2020,13-04-2020,abhinav
WALG trust,200712105,1930789469,39064.54,30-04-2020,28-04-2020,abhinav
GORDON F associates,140105847,2960625767,74146.58,11-04-2020,15-04-2020,abhinav
M ,200793830,1930832944,13823.86,13-05-2020,12-05-2020,abhinav
H Y LO co,140104223,2960621749,64833.31,06-04-2020,15-04-2020,abhinav
SA corporation,200759878,1930859397,27965.99,21-05-2020,22-05-2020,abhinav
WAL-MAR llc,200769623,1930587064,4962.25,18-03-2020,14-02-2020,abhinav
MEIJ us,200780383,1930571595,174126.42,13-03-2020,14-03-2020,abhinav
WAL-MAR corp,200769623,1930721357,275.79,15-04-2020,14-04-2020,abhinav
WAL-MAR associates,200769623,1930681106,44979.75,05-04-2020,02-04-2020,abhinav
COST ,200794332,1930703350,17032.5,14-04-2020,15-04-2020,abhinav
JETR trust,200705089,1930688407,749.47,28-05-2020,28-05-2020,abhinav
BJ'S  corp,200726979,1930655249,729.16,28-03-2020,09-04-2020,abhinav
ROU llc,200790107,1930650690,17981.13,31-03-2020,22-04-2020,abhinav
WAL-MAR ,200769623,1930687034,14821.19,08-04-2020,06-04-2020,abhinav
RA associates,200704045,1930842296,78191.45,15-05-2020,13-05-2020,abhinav
REINHA ,200756072,1930683989,27425.07,06-04-2020,07-04-2020,abhinav
KRAFT  trust,CCCA02,1930659340,13948.2,21-04-2020,05-05-2020,abhinav
WAL-MAR foundation,200769623,1930675078,31156.6,03-04-2020,31-03-2020,abhinav
WAL-MAR trust,200769623,1930676031,245.8,05-04-2020,06-04-2020,abhinav
AM ,200418007,1930823820,1251.6,29-06-2020,28-06-2020,abhinav
AM corp,200418007,1930797158,1304.4,07-05-2020,14-05-2020,abhinav
M  systems,200424504,1930830318,6212.34,15-05-2020,15-05-2020,abhinav
WAL-MAR systems,200769623,1930578871,45602.89,13-03-2020,12-03-2020,abhinav
C&S WH ,200762301,1930713881,31019.15,12-04-2020,13-04-2020,abhinav
COST ,200794332,1930782881,24826.43,29-04-2020,29-04-2020,abhinav
KRAFT F ,CCU013,1930701345,10128.3,25-03-2020,20-03-2020,abhinav
WAL-MAR corp,200769623,1930611745,15346.5,26-03-2020,24-03-2020,abhinav
JET in,200152991,1930838286,2384.68,15-05-2020,15-05-2020,abhinav
PUBLI corp,200707822,1930745616,670.48,18-04-2020,17-04-2020,abhinav
WAL-MAR systems,200769623,1930677188,29925.47,06-04-2020,02-04-2020,abhinav
KROGER llc,200729290,1930669696,43006.46,02-04-2020,31-03-2020,abhinav
SMITH'S foundation,200466603,1930582676,44201.84,17-03-2020,19-03-2020,abhinav
RESTA trust,200974851,1930747813,8804.17,21-04-2020,22-04-2020,abhinav
SA corp,200729942,1930691590,46280.88,08-04-2020,08-04-2020,abhinav
BJ'S  foundation,200726979,1930829064,554.96,11-05-2020,05-05-2020,abhinav
WALG in,200712105,1930843261,8170.28,15-05-2020,15-05-2020,abhinav
JET co,200152991,1930608230,554.78,20-03-2020,14-03-2020,abhinav
THE NO in,140104552,2960627286,93766.64,25-04-2020,16-06-2020,abhinav
C&S WH ,200762301,1930653033,40052.36,31-03-2020,29-03-2020,abhinav
WAL-MAR us,200769623,1930717654,32.36,14-04-2020,04-05-2020,abhinav
BJ'S  systems,200726979,1930652579,66.37,30-03-2020,27-03-2020,abhinav
WAL-MAR corporation,200769623,1930622681,17122.49,25-03-2020,15-03-2020,abhinav
BJ'S  associates,200726979,1930799194,110.44,05-05-2020,01-05-2020,abhinav
JET in,200152991,1930826186,5392,14-05-2020,11-05-2020,abhinav
MCL in,200799367,1930733039,59678.86,17-04-2020,17-04-2020,abhinav
H E BUT corp,200761734,1930843729,47005.35,15-05-2020,14-05-2020,abhinav
WAL-MAR llc,200769623,1930618922,273.76,22-03-2020,24-03-2020,abhinav
WAL-MAR ,200769623,1930879270,14166.1,25-05-2020,28-05-2020,abhinav
SMART &  co,200707741,1930834121,66975.96,14-05-2020,14-05-2020,abhinav
WAL-MAR llc,200769623,1930584783,13247.87,16-03-2020,23-02-2020,abhinav
KRAFT F systems,CCU013,1930578959,4640.1,02-03-2020,05-03-2020,abhinav
MEIJ trust,200780383,1930854754,138962.75,19-05-2020,20-05-2020,abhinav
OK in,200739534,1930781901,82012.92,28-04-2020,29-04-2020,abhinav
WAL-MAR us,200769623,1930583164,2373.96,14-03-2020,10-03-2020,abhinav
TARG trust,200744019,1930651961,23322.92,29-03-2020,30-03-2020,abhinav
PUBLI associates,200707822,1930652083,97052.01,29-03-2020,26-03-2020,abhinav
PERFOR llc,200722369,1930626299,22073.81,07-04-2020,07-04-2020,abhinav
TARG associates,200744019,1930764441,4057.25,24-04-2020,28-03-2020,abhinav
LOB ,140104409,2960627719,64881.84,19-04-2020,26-04-2020,abhinav
CE systems,200778998,1930689789,124300.96,09-04-2020,09-04-2020,abhinav
SA trust,200759878,1930809845,103993.28,08-05-2020,10-05-2020,abhinav
HERR systems,200077943,1930570046,71248.8,13-03-2020,11-03-2020,abhinav
MEIJ ,200780383,1930724554,68606.53,14-04-2020,16-04-2020,abhinav
WAL-MAR ,200769623,1930880738,11892.36,23-05-2020,24-05-2020,abhinav
WAL-MAR systems,200769623,1930831783,2352.97,14-05-2020,10-05-2020,abhinav
WAL-MAR ,200769623,1930878063,2352.97,24-05-2020,20-05-2020,abhinav
JRD llc,200781803,1930785846,970.21,04-05-2020,07-05-2020,abhinav
BJ'S  systems,200726979,1930652073,304.18,30-03-2020,31-03-2020,abhinav
RALEY corporation,200774000,1930863244,85393.46,21-05-2020,22-05-2020,abhinav
TARG corporation,200744019,1930677270,23089.57,06-04-2020,07-04-2020,abhinav
PERFOR corporation,200722444,1930731258,24473.42,17-04-2020,20-04-2020,abhinav
SUPE systems,200793568,1930737880,23524.99,18-04-2020,27-04-2020,abhinav
SYGMA in,200782669,1930653880,2466.9,18-04-2020,17-04-2020,abhinav
ALBER in,200750051,1930665730,64450.95,01-04-2020,27-03-2020,abhinav
WINC in,200706844,1930759099,52501.68,20-04-2020,18-04-2020,abhinav
TARG corp,200744019,1930685505,10272.92,06-04-2020,08-04-2020,abhinav
WAL-MAR llc,200769623,1930654147,19269.89,31-03-2020,29-03-2020,abhinav
SUPE systems,200741831,1930748533,12633.43,21-04-2020,18-04-2020,abhinav
MCLANE systems,200126819,1930581559,2182.88,19-03-2020,24-02-2020,abhinav
SUPE in,200793568,1930735177,1384.72,17-04-2020,14-04-2020,abhinav
LOB systems,140104409,2960624656,17726.27,12-04-2020,17-04-2020,abhinav
TARG corp,200744019,1930798443,37849.51,03-05-2020,30-04-2020,abhinav
DECA foundation,200230690,1930856765,2777.46,24-05-2020,24-05-2020,abhinav
SAFEW co,200772595,1930692814,20719.26,08-04-2020,10-04-2020,abhinav
WAL-MAR foundation,200769623,1930648118,51765.41,28-03-2020,28-03-2020,abhinav
BJ'S  llc,200726979,1930630614,273.66,24-03-2020,26-03-2020,abhinav
SO associates,140104440,2960621779,142807.58,31-03-2020,03-04-2020,abhinav
ALBERT ,200407025,1930801965,96963.22,08-05-2020,06-05-2020,abhinav
BJ'S  us,200726979,1930724351,919.78,15-04-2020,15-04-2020,abhinav
WAL-MAR llc,200769623,1930685646,68.24,08-04-2020,02-04-2020,abhinav
STATER  ,200743996,1930610800,117876.55,21-03-2020,22-03-2020,abhinav
AM ,200418007,1930713321,120009.07,14-04-2020,15-04-2020,abhinav
SA foundation,200759878,1930717664,1576.81,15-04-2020,13-04-2020,abhinav
SUPE llc,200936373,1930743220,100706.69,20-04-2020,19-04-2020,abhinav
BJ'S  in,200726979,1930780269,1479.67,25-04-2020,10-04-2020,abhinav
BJ'S  ,200726979,1930778228,453.64,27-04-2020,21-04-2020,abhinav
WAL-MAR llc,200769623,1930621102,11217.86,24-03-2020,28-03-2020,abhinav
WAKE ,200704858,1930638417,96077.98,27-03-2020,27-03-2020,abhinav
WAL-M trust,140106408,2960627861,19822.72,21-04-2020,27-04-2020,abhinav
PUBLI llc,200707822,1930859593,113462.08,21-05-2020,22-05-2020,abhinav
KGL FOO co,100056666,1930785796,19256.77,15-04-2020,13-04-2020,abhinav
CO corp,200561861,1930583910,60772.53,16-03-2020,14-03-2020,abhinav
WINC co,200706844,1930633866,10343.79,26-03-2020,27-03-2020,abhinav
H E BUT co,200761734,1930843219,76300.09,15-05-2020,13-05-2020,abhinav
WAL-MAR us,200769623,1930852437,30460.45,18-05-2020,19-05-2020,abhinav
MC A associates,200078854,1930630383,25195.78,25-03-2020,23-03-2020,abhinav
TARG llc,200744019,1930739486,12734.47,18-04-2020,27-04-2020,abhinav
SYSCO F foundation,200736337,1930593411,34845.58,24-03-2020,24-03-2020,abhinav
WAL MA us,200501669,1990571552,10768.81,30-04-2020,17-05-2020,abhinav
RESTA systems,200974851,1930625991,9922.39,24-03-2020,22-03-2020,abhinav
MEIJ trust,200780383,1930779819,11104.34,28-04-2020,28-04-2020,abhinav
SMITH'S associates,200466603,1930804832,22138.93,05-05-2020,09-05-2020,abhinav
U R M  us,200773364,1930665542,68901.74,03-04-2020,04-04-2020,abhinav
WINKLE corporation,200712836,1930794165,63510.1,01-05-2020,02-05-2020,abhinav
H E BUT foundation,200761734,1930679045,16299.47,05-04-2020,03-04-2020,abhinav
BROOKS ,200743129,1930675344,29067.5,23-05-2020,23-05-2020,abhinav
PUBLI systems,200707822,1930594037,89938.32,18-03-2020,19-03-2020,abhinav
BEN E ,200980828,1930693758,39186.72,09-04-2020,08-04-2020,abhinav
SYGMA ,200782669,1930831093,14313.37,14-05-2020,13-05-2020,abhinav
DECA in,200592182,1930690494,214.5,08-04-2020,17-04-2020,abhinav
WAL-MAR in,200769623,1930664991,1654.26,02-04-2020,02-04-2020,abhinav
WAL-MAR associates,200769623,1930739837,16585.54,19-04-2020,21-04-2020,abhinav
WAL-M in,140106408,2960626885,37129.32,22-04-2020,20-04-2020,abhinav
PUBLI co,200707822,1930727259,109168.27,15-04-2020,17-04-2020,abhinav
COST us,200794332,1930860088,8793.09,22-05-2020,18-05-2020,abhinav
US  trust,200789077,1930675641,30554.61,04-04-2020,17-04-2020,abhinav
SA ,200759878,1930708331,22776.4,11-04-2020,13-04-2020,abhinav
SYSCO  associates,200714710,1930670956,6623.73,04-04-2020,04-04-2020,abhinav
WAL-MAR us,200769623,1930845087,4724.39,16-05-2020,17-05-2020,abhinav
WAL-MAR corp,200769623,1930850354,1142.45,17-05-2020,17-05-2020,abhinav
SA us,200759878,1930714588,109062.88,12-04-2020,13-04-2020,abhinav
GE systems,200784489,1930819442,13793.45,08-05-2020,08-05-2020,abhinav
WEGMAN foundation,200711029,1930660362,13001.31,01-04-2020,29-03-2020,abhinav
FINS associates,100056786,2960617549,6358.5,29-02-2020,10-03-2020,abhinav
BJ'S  llc,200726979,1930861971,444.23,21-05-2020,22-05-2020,abhinav
WAL-MAR systems,200769623,1930729602,39471.38,16-04-2020,15-05-2020,abhinav
HY -  llc,200795490,1930738668,45334.83,17-04-2020,15-04-2020,abhinav
DOLLA in,200148860,1930688830,10622.13,08-04-2020,16-03-2020,abhinav
WAL-MAR us,200769623,1930686470,56877.39,07-04-2020,03-04-2020,abhinav
WAL-MAR co,200769623,1930691288,21162.05,08-04-2020,11-04-2020,abhinav
DOT corporation,200705742,1930601407,52697.03,19-03-2020,19-03-2020,abhinav
WAL-MAR in,200769623,1930886144,21250.89,23-05-2020,22-05-2020,abhinav
SYSCO F us,200718130,1930602638,52036.59,07-04-2020,06-04-2020,abhinav
WAL-MAR systems,200769623,1930885235,56414.13,25-05-2020,24-05-2020,abhinav
SA associates,200759878,1930775543,12925.15,27-04-2020,27-04-2020,abhinav
BJ'S  in,200726979,1930815180,771.88,08-05-2020,10-05-2020,abhinav
CASEY systems,200900212,1930600898,28865.71,19-03-2020,19-03-2020,abhinav
COST corp,200794332,1930802040,51407.61,06-05-2020,06-05-2020,abhinav
C&S WH llc,200762301,1930651928,15962.15,30-03-2020,30-03-2020,abhinav
ALBERT foundation,200920735,1930845011,101180.42,20-05-2020,19-05-2020,abhinav
WAL-MAR us,200769623,1930828466,9613.12,11-05-2020,21-05-2020,abhinav
SAVE M in,200775094,1930794576,30073.87,01-05-2020,05-05-2020,abhinav
WAL-MAR corp,200769623,1930766630,15250.7,24-04-2020,11-05-2020,abhinav
BUTTE us,140103409,1991839568,652.28,16-04-2020,17-04-2020,abhinav
HAR systems,200762950,1930858125,17999.93,20-05-2020,20-05-2020,abhinav
SYSCO  corporation,200785971,1930683943,3285.79,07-04-2020,05-04-2020,abhinav
KRFT FDS trust,CCU002,1930642129,47453.92,19-04-2020,19-04-2020,abhinav
ASSOCIAT trust,200772670,1930854694,5441.36,18-05-2020,18-05-2020,abhinav
TARG ,200744019,1930817503,3486.13,08-05-2020,06-05-2020,abhinav
COST systems,200794332,1930673897,38288.26,07-04-2020,08-04-2020,abhinav
WALG systems,200712105,1930785055,12067.62,18-06-2020,16-06-2020,abhinav
WAL-MAR in,200769623,1930714950,306.42,13-04-2020,12-04-2020,abhinav
WAL-MAR foundation,200769623,1930779410,16335.05,27-04-2020,26-04-2020,abhinav
BJ'S  systems,200726979,1930630057,544.77,23-03-2020,24-03-2020,abhinav
DI llc,200769369,1930715491,13944.99,13-04-2020,23-04-2020,abhinav
DOLLA trust,200148860,1930691226,19666.18,07-04-2020,09-04-2020,abhinav
H E BUT co,200761734,1930803311,36626.56,05-05-2020,05-05-2020,abhinav
SA in,200759878,1930748665,29910,20-04-2020,17-04-2020,abhinav
LOB trust,140104409,2960632538,40504.76,14-05-2020,18-05-2020,abhinav
BJ'S  systems,200726979,1930856483,9222.81,21-05-2020,22-05-2020,abhinav
COST corp,200794332,1930670911,78087.15,03-04-2020,01-04-2020,abhinav
WAL-MAR systems,200769623,1930800379,51848.7,04-05-2020,06-05-2020,abhinav
ALBERT associates,200881076,1930675820,33534.53,03-04-2020,08-04-2020,abhinav
AL us,200739006,1930645856,16293.38,02-04-2020,02-04-2020,abhinav
GE ,200784489,1930706353,34802.21,10-04-2020,08-04-2020,abhinav
SYSCO ,200900909,1930576501,41462.64,13-03-2020,11-03-2020,abhinav
KRAFT  in,CCCA02,1930703311,34828.8,02-05-2020,03-05-2020,abhinav
WAL-MAR associates,200769623,1930688883,61297.95,09-04-2020,09-04-2020,abhinav
SYSC in,200331749,1930673454,15536.49,04-04-2020,05-04-2020,abhinav
WAL-MAR us,200769623,1930739315,58371.48,19-04-2020,18-04-2020,abhinav
C&S WH in,200762301,1930684837,443.44,07-04-2020,09-04-2020,abhinav
WALG trust,200712105,1930810200,66213.58,06-05-2020,06-05-2020,abhinav
WAL-MAR corp,200769623,1930721732,52656.87,14-04-2020,14-04-2020,abhinav
C&S WH ,200762301,1930862021,23781.78,22-05-2020,26-05-2020,abhinav
COLOM corporation,200816950,1990572904,20120.77,30-04-2020,15-05-2020,abhinav
WAL-MAR llc,200769623,1930832939,13985.79,15-05-2020,16-05-2020,abhinav
WAL-MAR foundation,200769623,1930829790,15273.65,13-05-2020,14-05-2020,abhinav
DOT systems,200705742,1930802478,11528.21,24-05-2020,23-05-2020,abhinav
WAL-MAR trust,200769623,1930729506,33299.91,17-04-2020,17-04-2020,abhinav
LOB in,140104409,2960631966,18105.06,15-05-2020,22-05-2020,abhinav
ROU foundation,200790107,1930693520,59176.55,09-04-2020,09-04-2020,abhinav
C&S WH corporation,200762301,1930743630,114429.79,18-04-2020,18-04-2020,abhinav
SO systems,100056693,1930631509,23859.15,26-03-2020,26-03-2020,abhinav
WAL-MAR systems,200769623,1930885702,13382.44,27-05-2020,29-05-2020,abhinav
MID MO systems,200723794,1930799957,99086.32,03-05-2020,04-05-2020,abhinav
WAL-MAR corporation,200769623,1930799714,1898.2,04-05-2020,30-04-2020,abhinav
WAL-MAR associates,200769623,1930746924,14737.44,20-04-2020,21-04-2020,abhinav
NASH  foundation,200777735,1930594034,100236.52,18-03-2020,15-03-2020,abhinav
WAL-MAR us,200769623,1930729906,29218.92,18-04-2020,26-04-2020,abhinav
RA corporation,200704045,1930777954,33264.82,26-04-2020,26-04-2020,abhinav
WINC corporation,200706844,1930670636,18592.71,04-04-2020,05-04-2020,abhinav
WAL-MAR foundation,200769623,1930709486,13321.17,12-04-2020,12-04-2020,abhinav
AM trust,200418007,1930826241,5956.8,15-05-2020,17-05-2020,abhinav
COST corp,200794332,1930647584,1100.85,28-03-2020,28-03-2020,abhinav
BARGAIN  systems,200290370,1930718798,5818.8,15-04-2020,11-04-2020,abhinav
WAL-MAR associates,200769623,1930731303,1934.89,18-04-2020,20-04-2020,abhinav
RESTA corporation,200974851,1930782044,11727.38,28-04-2020,23-04-2020,abhinav
C&S WH systems,200762301,1930839064,108869.05,16-05-2020,18-05-2020,abhinav
WAL-MAR trust,200769623,1930752154,17182.22,21-04-2020,20-04-2020,abhinav
WAL-MAR corporation,200769623,1930739428,16173.95,17-04-2020,15-04-2020,abhinav
BJ'S  systems,200726979,1930752166,156.71,17-04-2020,20-04-2020,abhinav
MITCH corporation,200799342,1930630174,64818.35,24-03-2020,23-03-2020,abhinav
RA co,200704045,1930596116,17153.97,19-03-2020,21-03-2020,abhinav
WAL-MAR ,200769623,1930653720,661.11,30-03-2020,27-03-2020,abhinav
DOLLA foundation,200148860,1930861607,94045.2,21-05-2020,22-05-2020,abhinav
WAL-MAR llc,200769623,1930671916,5776.43,04-04-2020,01-04-2020,abhinav
GORDO corp,200782001,1930593258,16153.27,23-03-2020,22-03-2020,abhinav
C corporation,200778870,1930688444,106410.88,08-04-2020,08-04-2020,abhinav
WAL-MAR ,200769623,1930604910,4884.81,22-03-2020,20-02-2020,abhinav
SYGMA corp,200782669,1930593290,57961.25,19-03-2020,18-03-2020,abhinav
WAL-MAR systems,200769623,1930821851,1414.68,09-05-2020,08-05-2020,abhinav
GROC corporation,200915438,1930828651,20042.8,13-05-2020,11-05-2020,abhinav
C&S WH foundation,200762301,1930758008,10244.27,24-04-2020,21-04-2020,abhinav
SA systems,200759878,1930571245,13897.18,16-03-2020,16-03-2020,abhinav
TARG ,200744019,1930691961,18009.07,10-04-2020,11-04-2020,abhinav
SUPE in,200793568,1930748397,54387.83,21-04-2020,17-04-2020,abhinav
C&S WH systems,200762301,1930846645,153282.56,15-05-2020,15-05-2020,abhinav
C&S WH corporation,200762301,1930630316,7172.09,26-03-2020,28-03-2020,abhinav
WAL-MAR trust,200769623,1930711263,34345.02,13-04-2020,12-04-2020,abhinav
MEIJ llc,200780383,1930758479,76356.06,21-04-2020,20-04-2020,abhinav
KROGER co,200752302,1930651640,129345.57,28-03-2020,29-03-2020,abhinav
WAL-MAR trust,200769623,1930779927,1414.68,27-04-2020,26-04-2020,abhinav
WINC co,200706844,1930618946,14993.18,22-03-2020,21-03-2020,abhinav
WINC ,200706844,1930794474,1357.33,08-05-2020,06-05-2020,abhinav
WAL-MAR corporation,200769623,1930684462,15964.78,07-04-2020,08-04-2020,abhinav
WAL-MAR in,200769623,1930721702,3035.46,14-04-2020,08-04-2020,abhinav
WAL-MAR in,200769623,1930631875,222.74,26-03-2020,22-03-2020,abhinav
RA systems,200704045,1930635770,71918.54,25-03-2020,24-03-2020,abhinav
WAL-MAR systems,200769623,1930594158,25236.51,19-03-2020,20-03-2020,abhinav
WAL-MAR systems,200769623,1930765083,853.31,24-04-2020,20-04-2020,abhinav
KRAFT F us,CCU013,1930586688,12297.6,02-03-2020,05-04-2020,abhinav
WAL-MAR trust,200769623,1930616847,15833.86,22-03-2020,21-03-2020,abhinav
RESTAU associates,200865666,1930580230,849.04,13-03-2020,10-03-2020,abhinav
WAL-MAR foundation,200769623,1930704403,55261.99,10-04-2020,11-04-2020,abhinav
RA ,200704045,1930630642,38064.9,25-03-2020,24-03-2020,abhinav
